Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4743963,,None,1387.60,None,None,39,C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSCCNC2=O,Ki,=',4.3,nM,8.37,,,UO_0000065,06.03,None,None,None,0,CHEMBL4705223,Inhibition of AlexaFluor647-tagged cyclic peptide binding to avi-tagged-biotinylated human PCSK9 measured after 2 hrs by Lance Streptavidin Europium based FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4699634,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL4115360,,None,570.98,1,3.11,BDBM200338,Cn1ncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)c1C(=O)NS(=O)(=O)C(F)(F)F,IC50,>',20000.0,nM,,,356397,UO_0000065,,,,,0,CHEMBL3887820,"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.",B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3886461,37,BindingDB Database,,2016,None,,,
CHEMBL4109014,,None,573.66,2,3.92,BDBM200354,Cc1cccnc1N(C(=O)c1ccc(-c2cnn(C)c2-c2nnn(C(C)OC(=O)OC(C)C)n2)cc1)[C@@H]1CCCNC1,IC50,>',19400.0,nM,,,356412,UO_0000065,,,,,0,CHEMBL3887820,"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.",B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3886461,37,BindingDB Database,,2016,None,,,
CHEMBL4112053,,None,587.69,2,4.31,BDBM200356,CCC(OC(=O)OC(C)C)n1nnc(-c2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3)cnn2C)n1,IC50,>',20000.0,nM,,,356414,UO_0000065,,,,,0,CHEMBL3887820,"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.",B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3886461,37,BindingDB Database,,2016,None,,,
CHEMBL4114463,,None,585.71,2,4.20,BDBM200370,Cc1cccnc1N(C(=O)c1ccc(-c2cnn(C)c2-c2nnn(C(OC(=O)C(C)C)C(C)C)n2)cc1)[C@@H]1CCCNC1,IC50,=',12800.0,nM,4.89,,356473,UO_0000065,8.35,0.16,0.69,3.68,0,CHEMBL3887821,"Cell Free Assay: In order to eliminate the permeability barrier inherent to the WT7 and SCHH cell-based assays a cell-free system was also established to access compound activity. A sequence containing the full length human PCSK9 (NCBI reference identifier, NM-174936.3, where coding sequence start annotated at position 363) along with 84 additional 3â¿² nucleotides, comprising a V5 tag and polylinkinker followed by an in frame modified firefly luciferase reporter (corresponding to nucleotide positions 283-1929 of pGL3, Gen Bank reference identifier JN542721.1) was cloned into the pT7CFE1 expression vector (ThermoScientific). The construct was then in-vitro transcribed using the MEGAscript T7 Kit (Life Technologies) and RNA subsequently purified incorporating the MEGAclear Kit (Life Technologies) according to manufacturer's protocols. HeLa cell lysates were prepared following the protocols described by Mikami (reference is Cell-Free Protein Synthesis Systems with Extracts from Cultured Human Cells, S. Mikami, T. Kobayashi and H. Imataka; from Methods in Molecular Biology, vol. 607, pages 43-52, Y. Endo et al. (eds.), Humana Press, 2010) with the following modifications.",B,BAO_0000219,cell-based format,None,None,None,HeLa,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3886461,37,BindingDB Database,,2016,CHEMBL3308376,,,
CHEMBL4226740,,None,1715.88,None,None,Pep2-8,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,Kd,=',9700.0,nM,05.01,,,UO_0000065,2.92,None,None,None,0,CHEMBL5040278,Binding affinity to human PCSK9 by surface plasmon resonance,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5038602,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,
CHEMBL5081718,,None,2519.94,None,None,10,CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)C(C)C,Kd,=',264.0,nM,6.58,,,UO_0000065,2.61,None,None,None,0,CHEMBL5040278,Binding affinity to human PCSK9 by surface plasmon resonance,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5038602,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,
CHEMBL4284943,,None,365.43,0,04.01,9e,COc1ccc(C(=O)c2cn(CC3CCOCC3)c3ccc(O)cc23)cc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4255291,Inhibition of PCSK9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4251662,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4283642,,None,475.59,1,07.03,8g,O=C(c1cccc2ccccc12)c1cn(CC2CCOCC2)c2ccc(OCc3ccccc3)cc12,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4255291,Inhibition of PCSK9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4251662,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4460894,,None,676.73,3,-2.60,22; LDLL-1dl(CN)r,CC(C)C[C@H](C(=O)N1CCN([C@@H](CC#N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]2CCOC2=O)CC1)N1C(=O)N[C@@H](CC(=O)O)C1=O,Kd,=',35800.0,nM,4.45,,,UO_0000065,6.57,0.13,07.05,1.59,0,CHEMBL4383964,Binding affinity to PCSK9 (unknown origin) by SPR assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4382228,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL3319503,,None,280.76,0,4.89,3,Clc1ccc2[nH]cc(Cc3cc4ccccc4[nH]3)c2c1,IC50,=',10000.0,nM,5.00,,,UO_0000065,17.81,0.34,0.11,15.83,0,CHEMBL4434276,Inhibition of human PCSK9 in HepG2 cells incubated for 48 hrs by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4433247,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307718,,,
CHEMBL4463096,,None,325.21,1,5.00,4,Brc1ccc2[nH]cc(Cc3cc4ccccc4[nH]3)c2c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4434276,Inhibition of human PCSK9 in HepG2 cells incubated for 48 hrs by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4433247,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307718,,,
CHEMBL4446521,,None,260.34,0,4.55,5,Cc1ccc2[nH]cc(Cc3cc4ccccc4[nH]3)c2c1,IC50,=',5600.0,nM,5.25,,,UO_0000065,20.17,0.36,0.70,16.63,0,CHEMBL4434276,Inhibition of human PCSK9 in HepG2 cells incubated for 48 hrs by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4433247,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307718,,,
CHEMBL4549362,,None,298.75,1,05.03,8,Fc1ccc2[nH]c(Cc3c[nH]c4c(Cl)cccc34)cc2c1,IC50,=',250.0,nM,6.60,,,UO_0000065,22.10,0.43,1.57,20.91,0,CHEMBL4434276,Inhibition of human PCSK9 in HepG2 cells incubated for 48 hrs by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4433247,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307718,,,
CHEMBL5084251,,None,1317.62,None,None,5,COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)OC)NC(=O)[C@@H]3CC/C=C/COc4cccc(c4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)N[C@@H](Cc2c[nH]c4ccc(F)cc24)C(=O)N3C)cc1,Ki,=',40.71,nM,7.39,,,UO_0000065,5.61,None,None,None,0,CHEMBL5035794,Inhibition of human PCSK9 using Alexa Fluor 674 as substrate incubated for 2 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5034034,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL5091040,,None,1329.63,None,None,17,COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)OC)NC(=O)[C@@H]3[C@@H]4CCN3C(=O)[C@H](Cc3c[nH]c5ccc(F)cc35)NC(=O)[C@H](Cc3cccc(c3)C/C=C/CO4)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,Ki,=',0.48,nM,9.32,,,UO_0000065,07.01,None,None,None,0,CHEMBL5035794,Inhibition of human PCSK9 using Alexa Fluor 674 as substrate incubated for 2 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5034034,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL5086286,,None,1315.60,None,None,19,COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3[C@@H]4CCN3C(=O)[C@H](Cc3c[nH]c5ccc(F)cc35)NC(=O)[C@H](Cc3cccc(c3)C/C=C/CO4)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,Ki,=',0.43,nM,9.37,,,UO_0000065,7.12,None,None,None,0,CHEMBL5035794,Inhibition of human PCSK9 using Alexa Fluor 674 as substrate incubated for 2 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5034034,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL5085124,,None,1795.17,None,None,51,COc1ccc(C[C@@H]2NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H]3[C@@H]4CCN3C(=O)[C@@H]3Cc5cn(c6ccc(F)cc56)Cc5cn(nn5)-c5cc(cc(c5)CSCCC(=O)N[C@@H](C)C(=O)N[C@@H](CNC(=O)CCOCCOCCNC(=O)CCCC[C@@H]5SC[C@H]6NC(=O)N[C@@H]56)C(=O)N[C@@H](Cc5cccc(c5)C/C=C/CO4)C(=O)N3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,Ki,<',0.01,nM,,,,UO_0000065,,,,,0,CHEMBL5035795,Inhibition of human PCSK9 using Alexa Fluor 674 as substrate incubated for 2 hrs by FRET plus assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5034034,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL5082483,,None,1409.68,None,None,36,COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3[C@@H]4CCN3C(=O)[C@@H]3Cc5cn(c6ccc(F)cc56)Cc5cn(nn5)-c5cc(cc(c5)CSCCC(=O)N[C@@H](CN)C(=O)N[C@H](C)C(=O)N[C@@H](Cc5cccc(c5)C/C=C\CO4)C(=O)N3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,Ki,=',0.037,nM,10.43,,,UO_0000065,7.40,None,None,None,0,CHEMBL5035795,Inhibition of human PCSK9 using Alexa Fluor 674 as substrate incubated for 2 hrs by FRET plus assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5034034,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL4228322,,None,406.98,0,3.83,6,Cl.O=S(=O)(Nc1cccc2c1CCCC2)c1ccc(C2CCNCC2)cc1,Inhibition,>',50.0,%,,,,UO_0000187,,,,,0,CHEMBL4221922,Inhibition of PCSK9 (unknown origin) at 1.25 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4219125,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,
CHEMBL4642977,,None,929.87,2,6.53,Example 12,COC[C@@H]1NC(=O)[C@H](C)N(Cc2ccc(Cl)cc2Oc2ccc(-c3cnc(CN(C)C)n3C)nc2)C(=O)C[C@@H](CC(F)(F)F)C(=O)N2CCC[C@@](Cc3ccc(Cl)cc3)(C2)N(C)C1=O,IC50,=',0.152,nM,9.82,,,UO_0000065,10.56,0.21,3.29,6.89,0,CHEMBL4622704,Inhibition of human PCSK9 by Alexa Fluor 647 staining based TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4619822,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL4756880,,None,1444.65,None,None,58,COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCC(=O)O)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,Ki,=',85.8,nM,07.07,,,UO_0000065,4.89,None,None,None,0,CHEMBL4705223,Inhibition of AlexaFluor647-tagged cyclic peptide binding to avi-tagged-biotinylated human PCSK9 measured after 2 hrs by Lance Streptavidin Europium based FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4699634,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL4761848,,None,1458.75,None,None,60,COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCC[N+](C)(C)C)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,Ki,=',9.5,nM,08.02,,,UO_0000065,5.50,None,None,None,0,CHEMBL4705223,Inhibition of AlexaFluor647-tagged cyclic peptide binding to avi-tagged-biotinylated human PCSK9 measured after 2 hrs by Lance Streptavidin Europium based FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4699634,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL4798026,,None,1330.62,None,None,84,COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)OC)NC(=O)[C@@H]3CCC(=O)NCc4cccc(c4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)NC(Cc2ccnc4ccc(F)cc24)C(=O)N3C)cc1,Ki,=',2.8,nM,8.55,,,UO_0000065,6.43,None,None,None,0,CHEMBL4705223,Inhibition of AlexaFluor647-tagged cyclic peptide binding to avi-tagged-biotinylated human PCSK9 measured after 2 hrs by Lance Streptavidin Europium based FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4699634,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,INHIBITOR,
CHEMBL4106546,,None,587.69,2,4.17,BDBM200350,CCOC(=O)OC(C(C)C)n1nnc(-c2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3)cnn2C)n1,IC50,>',20000.0,nM,,,356408,UO_0000065,,,,,0,CHEMBL3887820,"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.",B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3886461,37,BindingDB Database,,2016,None,,,
CHEMBL4109014,,None,573.66,2,3.92,BDBM200354,Cc1cccnc1N(C(=O)c1ccc(-c2cnn(C)c2-c2nnn(C(C)OC(=O)OC(C)C)n2)cc1)[C@@H]1CCCNC1,IC50,=',11820.0,nM,4.93,,356413,UO_0000065,8.59,0.16,01.01,3.47,0,CHEMBL3887820,"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.",B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3886461,37,BindingDB Database,,2016,None,,,
CHEMBL4109909,,None,557.66,2,3.70,BDBM200362,CCC(=O)OC(CC)n1nnc(-c2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3)cnn2C)n1,IC50,>',20000.0,nM,,,356420,UO_0000065,,,,,0,CHEMBL3887820,"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.",B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3886461,37,BindingDB Database,,2016,None,,,
CHEMBL4109308,,None,433.90,0,3.26,BDBM200332,O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,IC50,=',520.0,nM,6.28,,356442,UO_0000065,14.48,0.28,03.02,07.07,0,CHEMBL3887821,"Cell Free Assay: In order to eliminate the permeability barrier inherent to the WT7 and SCHH cell-based assays a cell-free system was also established to access compound activity. A sequence containing the full length human PCSK9 (NCBI reference identifier, NM-174936.3, where coding sequence start annotated at position 363) along with 84 additional 3â¿² nucleotides, comprising a V5 tag and polylinkinker followed by an in frame modified firefly luciferase reporter (corresponding to nucleotide positions 283-1929 of pGL3, Gen Bank reference identifier JN542721.1) was cloned into the pT7CFE1 expression vector (ThermoScientific). The construct was then in-vitro transcribed using the MEGAscript T7 Kit (Life Technologies) and RNA subsequently purified incorporating the MEGAclear Kit (Life Technologies) according to manufacturer's protocols. HeLa cell lysates were prepared following the protocols described by Mikami (reference is Cell-Free Protein Synthesis Systems with Extracts from Cultured Human Cells, S. Mikami, T. Kobayashi and H. Imataka; from Methods in Molecular Biology, vol. 607, pages 43-52, Y. Endo et al. (eds.), Humana Press, 2010) with the following modifications.",B,BAO_0000219,cell-based format,None,None,None,HeLa,None,,,,CHEMBL2929,Subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3886461,37,BindingDB Database,,2016,CHEMBL3308376,,,
